1,0.999997428
0,0.969171625
0,0.925962652
0,0.920224181
0,0.914912015
0,0.902201661
0,0.893575203
0,0.886121070
0,0.874851684
0,0.843129851
0,0.835660492
0,0.735590270
0,0.687105973
0,0.629406190
0,0.437090222
0,0.436383938
0,0.332388912
0,0.322488465
0,0.994111076
0,0.975330883
0,0.846784202
0,0.778799762
0,0.763590340
0,0.754416882
0,0.698516360
0,0.694494220
0,0.688706355
0,0.654469666
0,0.644856546
0,0.590169113
0,0.445148144
0,0.426823495
0,0.423072398
0,0.411479404
0,0.317549429
0,0.315364499
0,0.314022029
0,0.303782939
1,0.999613760
1,0.999976730
1,0.999933576
1,0.993386259
1,0.999807874
1,0.999960797
1,0.939650595
1,0.999999969
0,0.982089342
0,0.908844391
0,0.873135675
0,0.734762255
0,0.667096216
0,0.597184119
0,0.596341206
0,0.424829064
0,0.378258341
0,0.321768978
1,0.999714883
1,0.999128209
0,0.903192777
0,0.857348382
0,0.812335212
0,0.488510015
0,0.455459130
0,0.450703717
0,0.354869821
0,0.314524285
0,0.308272806
1,0.999862424
0,0.954948622
0,0.954226124
0,0.916025838
0,0.897160936
0,0.822511936
0,0.812847515
0,0.788201568
0,0.653353312
0,0.612476501
0,0.579385537
0,0.572688129
0,0.572003124
0,0.521467351
0,0.373100911
0,0.368996153
0,0.338664586
0,0.332859740
0,0.707780893
0,0.451281632
0,0.364250351
0,0.348289934
0,0.342890558
0,0.303260779
0,0.964001688
0,0.951345064
0,0.938167731
0,0.656631814
0,0.596987389
0,0.333427535
1,0.999456043
1,0.999972630
1,-1000000000.000000000
1,0.996240890
1,0.999559665
0,0.999429870
0,0.999424097
0,0.997380375
0,0.987416930
0,0.982981977
0,0.968980686
0,0.954996970
0,0.953872657
0,0.951925414
0,0.946836726
0,0.945643296
0,0.937741995
0,0.930444337
0,0.929355985
0,0.928812281
0,0.919100421
0,0.912957069
0,0.909305104
0,0.902387510
0,0.885494820
0,0.877958739
0,0.877668802
0,0.855319706
0,0.841062997
0,0.781551722
0,0.759638242
0,0.738951101
0,0.640374878
0,0.639086535
0,0.632967155
0,0.621089219
0,0.620096379
0,0.616680453
0,0.590300929
0,0.590286764
0,0.587921726
0,0.565784968
0,0.562568690
0,0.543856042
0,0.540296461
0,0.536302706
0,0.526661598
0,0.518546539
0,0.510953098
0,0.507881461
0,0.497197893
0,0.494348640
0,0.494164242
0,0.486529283
0,0.468373250
0,0.454137618
0,0.451358629
0,0.445064065
0,0.436876472
0,0.430237691
0,0.421242903
0,0.418475376
0,0.395865385
0,0.394768074
0,0.389433704
0,0.388731334
0,0.374224493
0,0.371233901
0,0.921825055
0,0.849148994
0,0.722129535
0,0.484135943
0,0.476614514
0,0.403264455
0,0.352851993
1,0.999999968
1,0.994337067
0,0.999989221
0,0.999671934
0,0.979003859
0,0.954391230
0,0.923088437
0,0.914765459
0,0.905267232
0,0.767745459
0,0.725676917
0,0.616115353
0,0.552577080
0,0.461259435
0,0.448216931
0,0.414994811
0,0.373628946
0,0.334855536
0,0.997464862
0,0.969469661
0,0.877371394
0,0.869218968
0,0.753481275
0,0.735660005
0,0.715791494
0,0.662679869
