FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
0.125000000,0.409746438,0.236486480,0.564814806
0.125787579,0.409772992,0.236486480,0.564814806
0.126575158,0.409772992,0.236486480,0.564814806
0.127362736,0.409772992,0.236486480,0.564814806
0.128150315,0.409772992,0.236486480,0.564814806
0.128937894,0.409772992,0.236486480,0.564814806
0.129725473,0.409772992,0.236486480,0.564814806
0.130513051,0.409772992,0.236486480,0.564814806
0.131300630,0.409772992,0.236486480,0.564814806
0.132088209,0.409772992,0.236486480,0.564814806
0.132875788,0.409772992,0.236486480,0.564814806
0.133663366,0.409772992,0.236486480,0.564814806
0.134450945,0.409772992,0.236486480,0.564814806
0.135238524,0.409772992,0.236486480,0.564814806
0.136026103,0.409772992,0.236486480,0.564814806
0.136813681,0.415164679,0.264957279,0.569620252
0.137601260,0.415164679,0.264957279,0.569620252
0.138388839,0.415164679,0.264957279,0.569620252
0.139176418,0.415164679,0.264957279,0.569620252
0.139963996,0.415164679,0.264957279,0.569620252
0.140751575,0.415164679,0.264957279,0.569620252
0.141539154,0.415164679,0.264957279,0.569620252
0.142326733,0.415164679,0.264957279,0.569620252
0.143114311,0.415164679,0.264957279,0.569620252
0.143901890,0.415164679,0.264957279,0.569620252
0.144689469,0.415164679,0.264957279,0.569620252
0.145477048,0.415164679,0.264957279,0.569620252
0.146264626,0.415164679,0.264957279,0.569620252
0.147052205,0.415164679,0.264957279,0.569620252
0.147839784,0.419283509,0.283018857,0.569767416
0.148627363,0.419283509,0.283018857,0.569767416
0.149414941,0.419283509,0.283018857,0.569767416
0.150202520,0.419283509,0.283018857,0.569767416
0.150990099,0.419283509,0.283018857,0.569767416
0.151777678,0.419283509,0.283018857,0.569767416
0.152565257,0.419283509,0.283018857,0.569767416
0.153352835,0.419283509,0.283018857,0.569767416
0.154140414,0.419283509,0.283018857,0.569767416
0.154927993,0.419283509,0.283018857,0.569767416
0.155715572,0.419283509,0.283018857,0.569767416
0.156503150,0.419283509,0.283018857,0.569767416
0.157290729,0.419283509,0.283018857,0.569767416
0.158078308,0.419283509,0.283018857,0.569767416
0.158865887,0.419283509,0.283018857,0.569767416
0.159653465,0.423773885,0.287878782,0.575471699
