FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
0.125000000,0.409396350,0.238095239,0.556962013
0.125787579,0.409459502,0.238095239,0.556962013
0.126575158,0.409459502,0.238095239,0.556962013
0.127362736,0.409459502,0.238095239,0.556962013
0.128150315,0.409459502,0.238095239,0.556962013
0.128937894,0.409459502,0.238095239,0.556962013
0.129725473,0.409459502,0.238095239,0.556962013
0.130513051,0.409459502,0.238095239,0.556962013
0.131300630,0.409459502,0.238095239,0.556962013
0.132088209,0.409459502,0.238095239,0.556962013
0.132875788,0.409459502,0.238095239,0.556962013
0.133663366,0.409459502,0.238095239,0.556962013
0.134450945,0.409459502,0.238095239,0.556962013
0.135238524,0.409459502,0.238095239,0.556962013
0.136026103,0.409459502,0.238095239,0.556962013
0.136813681,0.415307492,0.268817216,0.560000002
0.137601260,0.415307492,0.268817216,0.560000002
0.138388839,0.415307492,0.268817216,0.560000002
0.139176418,0.415307492,0.268817216,0.560000002
0.139963996,0.415307492,0.268817216,0.560000002
0.140751575,0.415307492,0.268817216,0.560000002
0.141539154,0.415307492,0.268817216,0.560000002
0.142326733,0.415307492,0.268817216,0.560000002
0.143114311,0.415307492,0.268817216,0.560000002
0.143901890,0.415307492,0.268817216,0.560000002
0.144689469,0.415307492,0.268817216,0.560000002
0.145477048,0.415307492,0.268817216,0.560000002
0.146264626,0.415307492,0.268817216,0.560000002
0.147052205,0.415307492,0.268817216,0.560000002
0.147839784,0.420776904,0.283018857,0.564814806
0.148627363,0.420776904,0.283018857,0.564814806
0.149414941,0.420776904,0.283018857,0.564814806
0.150202520,0.420776904,0.283018857,0.564814806
0.150990099,0.420776904,0.283018857,0.564814806
0.151777678,0.420776904,0.283018857,0.564814806
0.152565257,0.420776904,0.283018857,0.564814806
0.153352835,0.420776904,0.283018857,0.564814806
0.154140414,0.420776904,0.283018857,0.564814806
0.154927993,0.420776904,0.283018857,0.564814806
0.155715572,0.420776904,0.283018857,0.564814806
0.156503150,0.420776904,0.283018857,0.564814806
0.157290729,0.420776904,0.283018857,0.564814806
0.158078308,0.420776904,0.283018857,0.564814806
0.158865887,0.420776904,0.283018857,0.564814806
0.159653465,0.425393611,0.291666657,0.569620252
0.160441044,0.425393611,0.291666657,0.569620252
0.161228623,0.425393611,0.291666657,0.569620252
0.162016202,0.425393611,0.291666657,0.569620252
0.162803780,0.425393611,0.291666657,0.569620252
0.163591359,0.425393611,0.291666657,0.569620252
0.164378938,0.425393611,0.291666657,0.569620252
0.165166517,0.425393611,0.291666657,0.569620252
0.165954095,0.425393611,0.291666657,0.569620252
0.166741674,0.425393611,0.291666657,0.569620252
0.167529253,0.425393611,0.291666657,0.569620252
0.168316832,0.425393611,0.291666657,0.569620252
0.169104410,0.425393611,0.291666657,0.569620252
0.169891989,0.425393611,0.291666657,0.569620252
0.170679568,0.428644091,0.298076928,0.571428597
0.171467147,0.428644091,0.298076928,0.571428597
0.172254725,0.428644091,0.298076928,0.571428597
0.173042304,0.428644091,0.298076928,0.571428597
0.173829883,0.428644091,0.298076928,0.571428597
0.174617462,0.428644091,0.298076928,0.571428597
0.175405041,0.428644091,0.298076928,0.571428597
0.176192619,0.428644091,0.298076928,0.571428597
0.176980198,0.428644091,0.298076928,0.571428597
0.177767777,0.428644091,0.298076928,0.571428597
0.178555356,0.428644091,0.298076928,0.571428597
0.179342934,0.428644091,0.298076928,0.571428597
0.180130513,0.428644091,0.298076928,0.571428597
0.180918092,0.428644091,0.298076928,0.571428597
0.181705671,0.428644091,0.298076928,0.571428597
0.182493249,0.432152480,0.302521020,0.573170722
0.183280828,0.432152480,0.302521020,0.573170722
0.184068407,0.432152480,0.302521020,0.573170722
0.184855986,0.432152480,0.302521020,0.573170722
0.185643564,0.432152480,0.302521020,0.573170722
0.186431143,0.432152480,0.302521020,0.573170722
0.187218722,0.432152480,0.302521020,0.573170722
0.188006301,0.432152480,0.302521020,0.573170722
0.188793879,0.432152480,0.302521020,0.573170722
0.189581458,0.432152480,0.302521020,0.573170722
0.190369037,0.432152480,0.302521020,0.573170722
0.191156616,0.432152480,0.302521020,0.573170722
0.191944194,0.432152480,0.302521020,0.573170722
0.192731773,0.432152480,0.302521020,0.573170722
0.193519352,0.435519576,0.302752286,0.573333323
0.194306931,0.435519576,0.302752286,0.573333323
0.195094509,0.435519576,0.302752286,0.573333323
0.195882088,0.435519576,0.302752286,0.573333323
0.196669667,0.435519576,0.302752286,0.573333323
0.197457246,0.435519576,0.302752286,0.573333323
0.198244824,0.435519576,0.302752286,0.573333323
0.199032403,0.435519576,0.302752286,0.573333323
0.199819982,0.435519576,0.302752286,0.573333323
0.200607561,0.435519576,0.302752286,0.573333323
0.201395140,0.435519576,0.302752286,0.573333323
0.202182718,0.435519576,0.302752286,0.573333323
0.202970297,0.435519576,0.302752286,0.573333323
0.203757876,0.435519576,0.302752286,0.573333323
0.204545455,0.435548991,0.302752286,0.573333323
0.205333033,0.438523769,0.307017535,0.574712634
0.206120612,0.438523769,0.307017535,0.574712634
0.206908191,0.438523769,0.307017535,0.574712634
0.207695770,0.438523769,0.307017535,0.574712634
0.208483348,0.438523769,0.307017535,0.574712634
0.209270927,0.438523769,0.307017535,0.574712634
0.210058506,0.438523769,0.307017535,0.574712634
0.210846085,0.438523769,0.307017535,0.574712634
0.211633663,0.438523769,0.307017535,0.574712634
0.212421242,0.438523769,0.307017535,0.574712634
0.213208821,0.438523769,0.307017535,0.574712634
0.213996400,0.438523769,0.307017535,0.574712634
0.214783978,0.438523769,0.307017535,0.574712634
0.215571557,0.438523769,0.307017535,0.574712634
0.216359136,0.441523194,0.308333337,0.578431368
0.217146715,0.441523194,0.308333337,0.578431368
0.217934293,0.441523194,0.308333337,0.578431368
0.218721872,0.441523194,0.308333337,0.578431368
0.219509451,0.441523194,0.308333337,0.578431368
0.220297030,0.441523194,0.308333337,0.578431368
0.221084608,0.441523194,0.308333337,0.578431368
0.221872187,0.441523194,0.308333337,0.578431368
0.222659766,0.441523194,0.308333337,0.578431368
0.223447345,0.441523194,0.308333337,0.578431368
0.224234923,0.441523194,0.308333337,0.578431368
0.225022502,0.441523194,0.308333337,0.578431368
0.225810081,0.441523194,0.308333337,0.578431368
0.226597660,0.441523194,0.308333337,0.578431368
0.227385239,0.445029438,0.311594188,0.578947365
0.228172817,0.445029438,0.311594188,0.578947365
0.228960396,0.445029438,0.311594188,0.578947365
0.229747975,0.445029438,0.311594188,0.578947365
0.230535554,0.445029438,0.311594188,0.578947365
0.231323132,0.445029438,0.311594188,0.578947365
0.232110711,0.445029438,0.311594188,0.578947365
0.232898290,0.445029438,0.311594188,0.578947365
0.233685869,0.445029438,0.311594188,0.578947365
0.234473447,0.445029438,0.311594188,0.578947365
0.235261026,0.445029438,0.311594188,0.578947365
0.236048605,0.445029438,0.311594188,0.578947365
0.236836184,0.445029438,0.311594188,0.578947365
0.237623762,0.445029438,0.311594188,0.578947365
0.238411341,0.445029438,0.311594188,0.578947365
0.239198920,0.448170900,0.316239327,0.584269643
0.239986499,0.448170900,0.316239327,0.584269643
0.240774077,0.448170900,0.316239327,0.584269643
0.241561656,0.448170900,0.316239327,0.584269643
0.242349235,0.448170900,0.316239327,0.584269643
0.243136814,0.448170900,0.316239327,0.584269643
0.243924392,0.448170900,0.316239327,0.584269643
0.244711971,0.448170900,0.316239327,0.584269643
0.245499550,0.448170900,0.316239327,0.584269643
0.246287129,0.448170900,0.316239327,0.584269643
0.247074707,0.448170900,0.316239327,0.584269643
0.247862286,0.448170900,0.316239327,0.584269643
0.248649865,0.448170900,0.316239327,0.584269643
0.249437444,0.448170900,0.316239327,0.584269643
