FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
0.125000000,0.411303520,0.231481478,0.554455459
0.125787579,0.411303520,0.231481478,0.554455459
0.126575158,0.411303520,0.231481478,0.554455459
0.127362736,0.411303520,0.231481478,0.554455459
0.128150315,0.411303520,0.231481478,0.554455459
0.128937894,0.411303520,0.231481478,0.554455459
0.129725473,0.411303520,0.231481478,0.554455459
0.130513051,0.411303520,0.231481478,0.554455459
0.131300630,0.411303520,0.231481478,0.554455459
0.132088209,0.411303520,0.231481478,0.554455459
0.132875788,0.411303520,0.231481478,0.554455459
0.133663366,0.411303520,0.231481478,0.554455459
0.134450945,0.411303520,0.231481478,0.554455459
0.135238524,0.411303520,0.231481478,0.554455459
0.136026103,0.411303520,0.231481478,0.554455459
0.136813681,0.417598635,0.263636351,0.559139788
0.137601260,0.417598635,0.263636351,0.559139788
0.138388839,0.417598635,0.263636351,0.559139788
0.139176418,0.417598635,0.263636351,0.559139788
0.139963996,0.417598635,0.263636351,0.559139788
0.140751575,0.417598635,0.263636351,0.559139788
0.141539154,0.417598635,0.263636351,0.559139788
0.142326733,0.417598635,0.263636351,0.559139788
0.143114311,0.417598635,0.263636351,0.559139788
0.143901890,0.417598635,0.263636351,0.559139788
0.144689469,0.417598635,0.263636351,0.559139788
0.145477048,0.417598635,0.263636351,0.559139788
0.146264626,0.417598635,0.263636351,0.559139788
0.147052205,0.417598635,0.263636351,0.559139788
0.147839784,0.422079325,0.282442749,0.561403513
0.148627363,0.422079325,0.282442749,0.561403513
0.149414941,0.422079325,0.282442749,0.561403513
0.150202520,0.422079325,0.282442749,0.561403513
0.150990099,0.422079325,0.282442749,0.561403513
0.151777678,0.422079325,0.282442749,0.561403513
0.152565257,0.422079325,0.282442749,0.561403513
0.153352835,0.422079325,0.282442749,0.561403513
0.154140414,0.422079325,0.282442749,0.561403513
0.154927993,0.422079325,0.282442749,0.561403513
0.155715572,0.422079325,0.282442749,0.561403513
0.156503150,0.422079325,0.282442749,0.561403513
0.157290729,0.422079325,0.282442749,0.561403513
0.158078308,0.422079325,0.282442749,0.561403513
0.158865887,0.422079325,0.282442749,0.561403513
0.159653465,0.425993085,0.287234038,0.561904788
0.160441044,0.425993085,0.287234038,0.561904788
0.161228623,0.425993085,0.287234038,0.561904788
0.162016202,0.425993085,0.287234038,0.561904788
0.162803780,0.425993085,0.287234038,0.561904788
0.163591359,0.425993085,0.287234038,0.561904788
0.164378938,0.425993085,0.287234038,0.561904788
0.165166517,0.425993085,0.287234038,0.561904788
0.165954095,0.425993085,0.287234038,0.561904788
0.166741674,0.425993085,0.287234038,0.561904788
0.167529253,0.425993085,0.287234038,0.561904788
0.168316832,0.425993085,0.287234038,0.561904788
0.169104410,0.425993085,0.287234038,0.561904788
0.169891989,0.425993085,0.287234038,0.561904788
0.170679568,0.430217147,0.298245609,0.569444418
0.171467147,0.430217147,0.298245609,0.569444418
0.172254725,0.430217147,0.298245609,0.569444418
0.173042304,0.430217147,0.298245609,0.569444418
0.173829883,0.430217147,0.298245609,0.569444418
0.174617462,0.430217147,0.298245609,0.569444418
0.175405041,0.430217147,0.298245609,0.569444418
0.176192619,0.430217147,0.298245609,0.569444418
0.176980198,0.430217147,0.298245609,0.569444418
0.177767777,0.430217147,0.298245609,0.569444418
0.178555356,0.430217147,0.298245609,0.569444418
0.179342934,0.430217147,0.298245609,0.569444418
0.180130513,0.430217147,0.298245609,0.569444418
0.180918092,0.430217147,0.298245609,0.569444418
0.181705671,0.430217147,0.298245609,0.569444418
0.182493249,0.434055805,0.301724136,0.572815537
0.183280828,0.434055805,0.301724136,0.572815537
0.184068407,0.434055805,0.301724136,0.572815537
0.184855986,0.434055805,0.301724136,0.572815537
0.185643564,0.434055805,0.301724136,0.572815537
0.186431143,0.434055805,0.301724136,0.572815537
0.187218722,0.434055805,0.301724136,0.572815537
0.188006301,0.434055805,0.301724136,0.572815537
0.188793879,0.434055805,0.301724136,0.572815537
0.189581458,0.434055805,0.301724136,0.572815537
0.190369037,0.434055805,0.301724136,0.572815537
0.191156616,0.434055805,0.301724136,0.572815537
0.191944194,0.434055805,0.301724136,0.572815537
0.192731773,0.434055805,0.301724136,0.572815537
0.193519352,0.437584460,0.309734523,0.574257433
